,source,target,time,type
2295,1369,1369,2015-03-26 23:59:35,a2q
2296,13,1934789,2015-03-26 23:15:11,a2q
2297,895245,939,2015-03-26 21:16:39,a2q
2298,267,637931,2015-03-26 20:34:33,a2q
2299,30348,2820,2015-03-26 18:41:43,a2q
2300,88374,5314,2015-03-26 18:18:00,a2q
2301,2094,62072,2015-03-26 16:28:53,a2q
2302,108,227740,2015-03-26 14:30:36,a2q
2303,60,1212548,2015-03-26 11:16:25,a2q
2304,83446,8418,2015-03-26 06:06:38,a2q
2305,223478,999,2015-03-26 04:57:32,a2q
2306,6309,78182,2015-03-26 04:07:37,a2q
2307,4403269,91,2015-03-26 01:13:00,a2q
2308,132034,95,2015-03-26 00:34:38,a2q
2309,3856,65912,2015-03-25 23:29:11,a2q
2310,5630,26130,2015-03-25 22:26:28,a2q
2311,3619,5836,2015-03-25 22:23:03,a2q
2312,999,999,2015-03-25 21:48:34,a2q
2313,662146,999,2015-03-25 21:47:20,a2q
2314,66629,6408,2015-03-25 21:23:14,a2q
2315,95,4290453,2015-03-25 19:39:41,a2q
2316,23354,3475,2015-03-25 05:13:57,a2q
2317,6932,49885,2015-03-25 02:28:31,a2q
2318,307968,192,2015-03-25 01:10:05,a2q
2319,3625,3625,2015-03-25 00:21:14,a2q
2320,4376,4376,2015-03-24 23:05:28,a2q
2321,476,209139,2015-03-24 21:48:14,a2q
2322,760728,802,2015-03-24 20:59:53,a2q
2323,304,357236,2015-03-24 18:37:57,a2q
2324,3204,18071,2015-03-24 15:30:01,a2q
2325,49,2664200,2015-03-24 13:44:38,a2q
2326,609,609,2015-03-24 07:33:29,a2q
2327,20848,8678,2015-03-24 06:42:56,a2q
2328,737393,45,2015-03-24 05:59:02,a2q
2329,4766,35829,2015-03-24 00:44:32,a2q
2330,6970,64121,2015-03-23 23:24:49,a2q
2331,9034,30674,2015-03-23 22:34:46,a2q
2332,6309,54929,2015-03-23 19:00:23,a2q
2333,7850,7850,2015-03-23 18:30:56,a2q
2334,432,346048,2015-03-23 13:47:59,a2q
2335,845584,856,2015-03-23 09:54:36,a2q
2336,13,3491868,2015-03-23 08:19:46,a2q
2337,60,1285926,2015-03-23 05:33:30,a2q
2338,1374113,58,2015-03-23 02:31:03,a2q
2339,728,728,2015-03-23 02:09:24,a2q
2340,60,4545762,2015-03-23 02:07:08,a2q
2341,13,4162453,2015-03-23 01:54:15,a2q
2342,7850,7850,2015-03-22 21:03:51,a2q
2343,538962,767,2015-03-22 06:38:47,a2q
2344,677,186725,2015-03-22 02:30:17,a2q
2345,3086,3086,2015-03-22 01:13:17,a2q
2346,6144,85597,2015-03-21 21:45:23,a2q
2347,43846,6486,2015-03-21 21:15:38,a2q
2348,13,1339987,2015-03-21 20:24:17,a2q
2349,11654,9204,2015-03-21 18:43:49,a2q
2350,97745,9731,2015-03-20 23:20:25,a2q
2351,18475,947,2015-03-20 21:39:21,a2q
2352,7617,7617,2015-03-20 19:33:11,a2q
2353,6068,6068,2015-03-20 16:18:42,a2q
2354,6309,53911,2015-03-20 15:47:26,a2q
2355,87696,5815,2015-03-20 12:25:32,a2q
2356,17847,4234,2015-03-20 11:10:59,a2q
2357,5987,35364,2015-03-20 05:04:21,a2q
2358,6310,6310,2015-03-20 01:43:31,a2q
2359,5291,5291,2015-03-20 01:39:00,a2q
2360,257525,199,2015-03-19 22:00:19,a2q
2361,17034,6276,2015-03-19 21:35:31,a2q
2362,4376,42413,2015-03-19 21:28:04,a2q
2363,95,4506302,2015-03-19 21:20:51,a2q
2364,6760,9344,2015-03-19 19:43:55,a2q
2365,22656,8741,2015-03-19 15:14:15,a2q
2366,6309,27657,2015-03-19 14:44:42,a2q
2367,491066,409,2015-03-19 12:05:14,a2q
2368,13,4562019,2015-03-19 11:25:38,a2q
2369,631277,445,2015-03-19 05:13:55,a2q
2370,476,968233,2015-03-19 04:13:46,a2q
2371,842,44330,2015-03-19 02:39:05,a2q
2372,345930,432,2015-03-19 02:38:19,a2q
2373,3619,3619,2015-03-18 23:30:55,a2q
2374,3619,3619,2015-03-18 23:28:35,a2q
2375,685,685,2015-03-18 23:21:18,a2q
2376,51,404339,2015-03-18 22:55:53,a2q
2377,132034,95,2015-03-18 22:17:01,a2q
2378,7831,47633,2015-03-18 21:59:26,a2q
2379,536,210336,2015-03-18 21:38:07,a2q
2380,77193,7598,2015-03-18 20:23:36,a2q
2381,4685448,91,2015-03-18 20:20:50,a2q
2382,7685,7685,2015-03-18 19:38:46,a2q
2383,2839109,1,2015-03-18 14:43:22,a2q
2384,6309,91757,2015-03-18 14:22:26,a2q
2385,3828166,51,2015-03-18 13:45:40,a2q
2386,8678,23339,2015-03-18 09:07:27,a2q
2387,369,920261,2015-03-18 05:51:50,a2q
2388,9382,9382,2015-03-18 05:47:05,a2q
2389,267,82152,2015-03-18 04:42:08,a2q
2390,5987,76701,2015-03-18 03:13:39,a2q
2391,593047,194,2015-03-18 02:56:56,a2q
2392,4322,4322,2015-03-18 00:50:09,a2q
2393,55267,4883,2015-03-17 14:18:57,a2q
2394,10397,116,2015-03-17 12:33:32,a2q
2395,10397,116,2015-03-17 11:10:54,a2q
2396,13,4615700,2015-03-17 08:52:14,a2q
2397,60576,2218,2015-03-17 07:36:47,a2q
2398,59913,3334,2015-03-17 07:09:04,a2q
2399,13663,3488,2015-03-17 04:33:35,a2q
2400,6068,6068,2015-03-17 02:49:20,a2q
2401,5106,5106,2015-03-17 00:42:48,a2q
2402,3336845,91,2015-03-16 23:40:25,a2q
2403,549,549,2015-03-16 21:43:31,a2q
2404,88204,7542,2015-03-16 20:47:39,a2q
2405,476,985251,2015-03-16 18:36:02,a2q
2406,2077,38522,2015-03-16 18:08:56,a2q
2407,7918,7918,2015-03-16 17:43:00,a2q
2408,76024,85,2015-03-16 17:23:08,a2q
2409,54170,4633,2015-03-16 16:57:15,a2q
2410,6309,54506,2015-03-16 16:23:54,a2q
2411,893,568249,2015-03-16 07:53:16,a2q
2412,974907,974,2015-03-16 01:28:54,a2q
2413,7267,47351,2015-03-15 07:59:06,a2q
2414,475727,234,2015-03-15 01:12:27,a2q
2415,5728,83269,2015-03-15 00:12:53,a2q
2416,8279,16306,2015-03-14 23:06:39,a2q
2417,6309,1630,2015-03-14 22:12:14,a2q
2418,7780,15441,2015-03-14 12:14:07,a2q
2419,181087,549,2015-03-14 12:02:35,a2q
2420,5210,38695,2015-03-14 11:53:23,a2q
2421,701956,781,2015-03-14 05:00:50,a2q
2422,626067,703,2015-03-14 02:32:31,a2q
2423,4370606,83,2015-03-13 22:47:30,a2q
2424,476,862365,2015-03-13 22:37:09,a2q
2425,3458,3458,2015-03-13 22:03:08,a2q
2426,9396,37298,2015-03-13 20:56:48,a2q
2427,77617,4376,2015-03-13 20:52:55,a2q
2428,476,916439,2015-03-13 20:15:10,a2q
2429,5351,89556,2015-03-13 16:16:24,a2q
2430,2726,14455,2015-03-13 11:31:15,a2q
2431,382254,305,2015-03-13 06:43:31,a2q
2432,1406,1406,2015-03-13 05:45:59,a2q
2433,549,549,2015-03-13 02:52:11,a2q
2434,16587,1,2015-03-13 01:11:18,a2q
2435,884,22154,2015-03-13 00:58:51,a2q
2436,6782,72478,2015-03-12 23:29:58,a2q
2437,7602,7602,2015-03-12 22:40:35,a2q
2438,7898,39677,2015-03-12 22:22:28,a2q
2439,476,759235,2015-03-12 19:57:46,a2q
2440,966,48026,2015-03-12 17:14:13,a2q
2441,6776,6776,2015-03-12 17:06:10,a2q
2442,82660,9084,2015-03-12 16:04:55,a2q
2443,51,2665434,2015-03-12 14:19:25,a2q
2444,13,4661077,2015-03-12 13:25:48,a2q
2445,18936,7442,2015-03-12 06:10:56,a2q
2446,1501926,91,2015-03-12 04:57:41,a2q
2447,95,4655026,2015-03-12 04:05:06,a2q
2448,696627,781,2015-03-12 03:15:58,a2q
2449,303,303,2015-03-12 00:46:11,a2q
2450,95190,9344,2015-03-12 00:37:27,a2q
2451,16549,122,2015-03-12 00:02:30,a2q
2452,1300,30512,2015-03-11 22:55:51,a2q
2453,6311,6311,2015-03-11 22:47:22,a2q
2454,476,692151,2015-03-11 20:12:38,a2q
2455,476,623519,2015-03-11 19:40:12,a2q
2456,748285,969,2015-03-11 18:33:00,a2q
2457,16549,3583,2015-03-11 15:15:33,a2q
2458,22509,2531,2015-03-11 05:56:54,a2q
2459,195835,43,2015-03-11 05:14:58,a2q
2460,3805,9530,2015-03-11 03:12:17,a2q
2461,9432,9432,2015-03-11 02:36:20,a2q
2462,31385,4639,2015-03-11 01:45:26,a2q
2463,3619,3619,2015-03-11 00:53:55,a2q
2464,6068,6068,2015-03-11 00:43:27,a2q
2465,579078,184,2015-03-11 00:25:52,a2q
2466,7685,7685,2015-03-10 22:51:19,a2q
2467,6899,35026,2015-03-10 18:57:13,a2q
2468,2104,2104,2015-03-10 18:17:20,a2q
2469,806690,100,2015-03-10 16:03:21,a2q
2470,89484,3617,2015-03-10 12:34:48,a2q
2471,84651,7644,2015-03-10 09:53:40,a2q
2472,213136,116,2015-03-10 09:47:22,a2q
2473,432,697111,2015-03-10 04:42:47,a2q
2474,61164,8741,2015-03-09 22:51:45,a2q
2475,6776,6776,2015-03-09 22:07:12,a2q
2476,476,237590,2015-03-09 21:06:24,a2q
2477,95733,1796,2015-03-09 19:25:56,a2q
2478,39648,974,2015-03-09 19:24:10,a2q
2479,31280,475,2015-03-09 17:58:31,a2q
2480,4332,82804,2015-03-09 16:32:18,a2q
2481,13,4562019,2015-03-09 10:53:38,a2q
2482,13,4562019,2015-03-09 02:21:51,a2q
2483,3501,3501,2015-03-09 02:21:12,a2q
2484,13,4516058,2015-03-08 11:20:17,a2q
2485,2122,2122,2015-03-08 07:39:59,a2q
2486,116,116,2015-03-08 06:59:39,a2q
2487,6722,6722,2015-03-08 06:27:49,a2q
2488,20489,755,2015-03-08 04:29:50,a2q
2489,13,3718280,2015-03-08 01:42:25,a2q
2490,3288,3288,2015-03-08 01:34:35,a2q
2491,13,1453258,2015-03-07 15:16:54,a2q
2492,9266,90547,2015-03-07 08:07:03,a2q
2493,8741,8741,2015-03-07 02:22:51,a2q
2494,870604,987,2015-03-06 22:42:28,a2q
2495,5043,5043,2015-03-06 16:24:17,a2q
2496,405326,318,2015-03-06 11:24:17,a2q
2497,412192,831,2015-03-06 09:40:38,a2q
2498,452274,720,2015-03-06 09:21:50,a2q
2499,63810,6068,2015-03-06 08:33:36,a2q
2500,419074,781,2015-03-06 05:57:50,a2q
2501,8678,8678,2015-03-06 05:46:46,a2q
2502,13,3542424,2015-03-06 05:26:59,a2q
2503,62576,685,2015-03-06 05:18:11,a2q
2504,893,864442,2015-03-06 02:43:05,a2q
2505,2799361,58,2015-03-06 02:42:00,a2q
2506,25498,7708,2015-03-06 01:53:32,a2q
2507,3619,83178,2015-03-06 00:29:18,a2q
2508,863,479248,2015-03-06 00:06:34,a2q
2509,87973,1190,2015-03-05 23:53:54,a2q
2510,56483,1551,2015-03-05 21:55:43,a2q
2511,7532,86218,2015-03-05 18:48:54,a2q
2512,9636,9636,2015-03-05 12:11:52,a2q
2513,55075,6258,2015-03-05 06:18:58,a2q
2514,541136,893,2015-03-05 04:20:12,a2q
2515,742,213983,2015-03-05 03:55:26,a2q
2516,95,2941303,2015-03-05 02:10:36,a2q
2517,151084,549,2015-03-05 01:17:26,a2q
2518,3150,54356,2015-03-04 22:58:41,a2q
2519,8715,8715,2015-03-04 21:48:48,a2q
2520,4280,4280,2015-03-04 21:22:24,a2q
2521,8205,80002,2015-03-04 17:35:37,a2q
2522,6309,60117,2015-03-04 17:09:53,a2q
2523,6309,15368,2015-03-04 14:39:40,a2q
2524,5073,147,2015-03-04 10:00:00,a2q
2525,53212,5441,2015-03-04 07:13:59,a2q
2526,330315,826,2015-03-04 06:20:17,a2q
2527,8678,8678,2015-03-04 05:37:17,a2q
2528,4794,19409,2015-03-04 03:50:33,a2q
2529,62,62,2015-03-04 03:44:07,a2q
2530,1659,83313,2015-03-04 02:48:35,a2q
2531,3617,3617,2015-03-04 02:33:55,a2q
2532,2104,2104,2015-03-04 02:30:50,a2q
2533,5018,32238,2015-03-04 02:05:21,a2q
2534,476,867591,2015-03-04 00:30:25,a2q
2535,476,256409,2015-03-04 00:19:27,a2q
2536,430418,318,2015-03-03 21:57:45,a2q
2537,13,3994663,2015-03-03 21:51:56,a2q
2538,60,4579499,2015-03-03 21:35:19,a2q
2539,266,467802,2015-03-03 19:52:40,a2q
2540,476,733287,2015-03-03 15:05:34,a2q
2541,2104,2104,2015-03-03 14:47:21,a2q
2542,906,220413,2015-03-03 14:44:30,a2q
2543,5651,5651,2015-03-03 10:24:19,a2q
2544,4,3009719,2015-03-03 07:03:00,a2q
2545,201303,945,2015-03-03 06:47:08,a2q
2546,1027031,83,2015-03-03 05:34:05,a2q
2547,116,116,2015-03-03 04:17:27,a2q
2548,5559,5559,2015-03-03 03:37:21,a2q
2549,9922,91313,2015-03-03 02:34:33,a2q
2550,432,169992,2015-03-03 02:27:23,a2q
2551,380338,728,2015-03-03 02:23:09,a2q
2552,1228,91729,2015-03-03 01:16:56,a2q
2553,476,287228,2015-03-03 01:01:19,a2q
2554,6068,6068,2015-03-03 00:56:05,a2q
2555,685,685,2015-03-02 22:51:33,a2q
2556,289483,974,2015-03-02 21:24:42,a2q
2557,664741,999,2015-03-02 19:33:19,a2q
2558,6309,15441,2015-03-02 18:34:09,a2q
2559,1045296,72,2015-03-02 15:21:02,a2q
2560,1045296,72,2015-03-02 15:19:21,a2q
2561,448568,525,2015-03-02 13:14:45,a2q
2562,80320,4890,2015-03-02 08:36:09,a2q
2563,467141,609,2015-03-01 06:19:44,a2q
2564,721448,609,2015-03-01 06:04:17,a2q
2565,7552,60281,2015-03-01 04:41:18,a2q
2566,7852,7852,2015-03-01 02:05:04,a2q
2567,8482,8482,2015-03-01 01:14:20,a2q
2568,401728,945,2015-02-28 17:10:37,a2q
2569,13,3846579,2015-02-28 09:15:54,a2q
2570,756,87399,2015-02-28 06:50:54,a2q
2571,13,109078,2015-02-28 06:35:03,a2q
2572,743,13302,2015-02-28 02:29:16,a2q
2573,8922,94687,2015-02-28 00:26:46,a2q
2574,517450,366,2015-02-27 22:45:46,a2q
2575,6629,4200,2015-02-27 21:05:23,a2q
2576,131701,831,2015-02-27 20:49:19,a2q
2577,95,4614190,2015-02-27 19:43:47,a2q
2578,266,233358,2015-02-27 19:25:16,a2q
2579,3189,5475,2015-02-27 19:10:46,a2q
2580,478884,224,2015-02-27 16:06:50,a2q
2581,13,1453258,2015-02-27 15:38:08,a2q
2582,6309,36693,2015-02-27 15:07:39,a2q
2583,13,4582419,2015-02-27 13:38:21,a2q
2584,13,303685,2015-02-27 13:35:19,a2q
2585,906,315544,2015-02-27 12:02:32,a2q
2586,6414,6414,2015-02-27 07:29:02,a2q
2587,339719,338,2015-02-27 05:44:48,a2q
2588,3191599,82,2015-02-27 05:12:39,a2q
2589,6962,6962,2015-02-27 04:41:44,a2q
2590,6310,6310,2015-02-27 00:58:21,a2q
2591,393672,192,2015-02-27 00:56:40,a2q
2592,355456,893,2015-02-26 22:13:30,a2q
2593,927408,742,2015-02-26 17:01:57,a2q
2594,13,4556844,2015-02-26 11:24:43,a2q
2595,92807,1638,2015-02-26 05:20:04,a2q
2596,27010,4668,2015-02-26 05:08:06,a2q
2597,677,239219,2015-02-26 05:05:20,a2q
2598,132235,234,2015-02-26 04:40:19,a2q
2599,78522,4873,2015-02-26 01:40:34,a2q
2600,7685,7685,2015-02-26 01:14:08,a2q
2601,2547,2547,2015-02-25 23:36:55,a2q
2602,6244,6244,2015-02-25 17:32:01,a2q
2603,7585,45062,2015-02-25 16:50:59,a2q
2604,4604771,51,2015-02-25 16:50:45,a2q
2605,13,4562019,2015-02-25 12:08:06,a2q
2606,4397,4397,2015-02-25 06:56:45,a2q
2607,677,239219,2015-02-25 06:32:15,a2q
2608,4883,4883,2015-02-25 03:47:54,a2q
2609,8992,50667,2015-02-25 03:21:06,a2q
2610,577765,905,2015-02-25 01:52:36,a2q
2611,9636,9636,2015-02-25 01:23:16,a2q
2612,8877,8877,2015-02-25 00:03:31,a2q
2613,1113,1113,2015-02-24 22:06:04,a2q
2614,712093,305,2015-02-24 19:43:46,a2q
2615,79444,3085,2015-02-24 18:59:17,a2q
2616,12874,7224,2015-02-24 15:21:14,a2q
2617,6903,6903,2015-02-24 08:43:50,a2q
2618,6855,6855,2015-02-24 08:03:53,a2q
2619,596361,712,2015-02-24 07:52:17,a2q
2620,9266,95944,2015-02-24 07:08:30,a2q
2621,3619,22383,2015-02-24 05:27:35,a2q
2622,6678,20176,2015-02-24 04:48:24,a2q
2623,743,214980,2015-02-24 03:58:50,a2q
2624,54354,4653,2015-02-24 03:38:34,a2q
2625,8355,8355,2015-02-24 02:49:15,a2q
2626,895739,298,2015-02-24 00:53:32,a2q
2627,8446,8446,2015-02-24 00:52:18,a2q
2628,82287,156,2015-02-24 00:47:23,a2q
2629,6366,51295,2015-02-23 23:38:15,a2q
2630,475876,937,2015-02-23 22:54:01,a2q
2631,925486,974,2015-02-23 22:47:08,a2q
2632,95363,3389,2015-02-23 08:58:24,a2q
2633,13,2608895,2015-02-23 07:31:12,a2q
2634,378360,974,2015-02-23 06:31:58,a2q
2635,4,4544259,2015-02-23 05:18:13,a2q
2636,13,1453258,2015-02-23 00:32:38,a2q
2637,6366,7011,2015-02-22 17:05:05,a2q
2638,22656,8741,2015-02-22 16:03:00,a2q
2639,87427,8368,2015-02-22 14:34:50,a2q
2640,5728,8368,2015-02-22 11:37:36,a2q
2641,9533,9533,2015-02-22 07:08:41,a2q
2642,363751,986,2015-02-22 05:25:34,a2q
2643,4,437039,2015-02-22 03:22:58,a2q
2644,98624,688,2015-02-22 02:56:03,a2q
2645,4,73715,2015-02-22 02:32:05,a2q
2646,4,3850774,2015-02-22 02:17:08,a2q
2647,4,4582793,2015-02-22 01:54:26,a2q
2648,4,2725684,2015-02-22 01:48:13,a2q
2649,714232,64,2015-02-21 22:14:17,a2q
2650,13,1453258,2015-02-21 13:36:39,a2q
2651,677,17279,2015-02-21 09:57:17,a2q
2652,677,6444,2015-02-21 09:28:10,a2q
2653,677,607876,2015-02-21 09:15:00,a2q
2654,677,427292,2015-02-21 08:49:54,a2q
2655,4794,4794,2015-02-21 08:21:43,a2q
2656,677,762045,2015-02-21 03:26:30,a2q
2657,5274,21686,2015-02-21 03:26:05,a2q
2658,677,446843,2015-02-21 03:13:26,a2q
2659,149064,361,2015-02-21 02:03:28,a2q
2660,361,361,2015-02-20 23:31:47,a2q
2661,636,676382,2015-02-20 22:18:16,a2q
2662,9859,9859,2015-02-20 22:16:30,a2q
2663,6309,22303,2015-02-20 19:29:25,a2q
2664,6309,87584,2015-02-20 17:53:00,a2q
2665,5677,89806,2015-02-20 16:55:57,a2q
2666,1013,1013,2015-02-20 14:43:47,a2q
2667,8220,50711,2015-02-20 14:33:56,a2q
2668,147356,699,2015-02-20 11:15:33,a2q
2669,303423,188,2015-02-20 11:06:25,a2q
2670,20654,3740,2015-02-20 09:08:08,a2q
2671,8233,8233,2015-02-20 07:10:11,a2q
2672,758158,117,2015-02-20 05:33:08,a2q
2673,4066,4066,2015-02-20 04:17:42,a2q
2674,704132,437,2015-02-20 01:57:08,a2q
2675,4332,3421,2015-02-20 01:30:43,a2q
2676,4220,5809,2015-02-20 00:41:33,a2q
2677,476,351893,2015-02-19 20:50:33,a2q
2678,1483,7055,2015-02-19 20:37:38,a2q
2679,108,502360,2015-02-19 15:53:31,a2q
2680,6309,61624,2015-02-19 14:23:57,a2q
2681,72995,1116,2015-02-19 12:35:05,a2q
2682,4279,86967,2015-02-19 11:55:56,a2q
2683,559627,343,2015-02-19 08:56:21,a2q
2684,14405,1900,2015-02-19 04:17:20,a2q
2685,266,370103,2015-02-19 03:17:16,a2q
2686,266,838772,2015-02-19 02:46:16,a2q
2687,808901,727,2015-02-19 01:57:25,a2q
2688,407213,797,2015-02-18 21:38:07,a2q
2689,3559349,56,2015-02-18 19:19:50,a2q
2690,274972,64,2015-02-18 18:35:24,a2q
2691,2081554,72,2015-02-18 16:33:51,a2q
2692,2159595,5,2015-02-18 13:43:06,a2q
2693,3220,3220,2015-02-18 13:35:25,a2q
2694,95810,4280,2015-02-18 12:07:15,a2q
2695,13,4273392,2015-02-18 10:02:52,a2q
2696,1730559,39,2015-02-18 08:58:18,a2q
2697,13,695591,2015-02-18 08:23:29,a2q
2698,14660,5377,2015-02-18 06:35:45,a2q
2699,492,44084,2015-02-18 05:04:59,a2q
2700,1623249,51,2015-02-18 05:02:04,a2q
2701,1942069,61,2015-02-18 03:18:01,a2q
2702,1185053,1,2015-02-18 01:24:51,a2q
2703,34397,6448,2015-02-18 01:20:17,a2q
2704,982237,830,2015-02-18 00:01:09,a2q
2705,513030,361,2015-02-17 23:29:44,a2q
2706,731418,39,2015-02-17 21:51:36,a2q
2707,4554263,56,2015-02-17 21:13:36,a2q
2708,79485,7872,2015-02-17 17:04:53,a2q
2709,215336,369,2015-02-17 15:47:25,a2q
2710,70605,4066,2015-02-17 13:08:25,a2q
2711,176423,534,2015-02-17 11:33:35,a2q
2712,4323,4946,2015-02-17 10:37:25,a2q
2713,65678,1536,2015-02-17 10:20:47,a2q
2714,424631,912,2015-02-17 08:20:26,a2q
2715,62600,29,2015-02-16 23:54:56,a2q
2716,62694,3467,2015-02-16 23:32:57,a2q
2717,884770,476,2015-02-16 20:37:33,a2q
2718,3238670,1,2015-02-16 20:11:46,a2q
2719,712093,131,2015-02-16 18:07:19,a2q
2720,476,135605,2015-02-16 10:53:54,a2q
2721,873487,369,2015-02-16 09:05:02,a2q
2722,758,993416,2015-02-16 04:47:29,a2q
2723,3848,63898,2015-02-15 22:55:29,a2q
2724,476,911688,2015-02-15 19:25:13,a2q
2725,3848,3848,2015-02-15 17:10:46,a2q
2726,24874,1113,2015-02-15 08:57:20,a2q
2727,747,694906,2015-02-14 21:32:36,a2q
2728,192080,305,2015-02-14 18:12:22,a2q
2729,6309,54506,2015-02-14 17:47:08,a2q
2730,39904,7162,2015-02-14 14:36:22,a2q
2731,65863,1737,2015-02-14 14:04:53,a2q
2732,9700,9700,2015-02-14 09:22:41,a2q
2733,101,66584,2015-02-14 08:19:59,a2q
2734,1042,1042,2015-02-14 07:48:44,a2q
2735,657,657,2015-02-14 06:23:48,a2q
2736,814,437291,2015-02-14 03:04:20,a2q
2737,298,160245,2015-02-14 00:35:28,a2q
2738,22656,3568,2015-02-13 21:57:45,a2q
2739,87427,5380,2015-02-13 18:42:37,a2q
2740,91729,8741,2015-02-13 18:00:11,a2q
2741,807905,383,2015-02-13 17:14:22,a2q
2742,6309,11236,2015-02-13 14:37:30,a2q
2743,8478,2494,2015-02-13 12:58:55,a2q
2744,13,4562019,2015-02-13 12:36:43,a2q
2745,171209,657,2015-02-13 06:58:26,a2q
2746,9344,95245,2015-02-13 04:05:46,a2q
2747,5043,96864,2015-02-13 04:02:47,a2q
2748,95195,159,2015-02-13 03:04:22,a2q
2749,4162955,56,2015-02-13 00:44:51,a2q
2750,3511459,56,2015-02-13 00:31:15,a2q
2751,879431,267,2015-02-12 23:45:03,a2q
2752,476,970789,2015-02-12 21:51:05,a2q
2753,155899,691,2015-02-12 18:42:09,a2q
2754,2443887,71,2015-02-12 13:56:34,a2q
2755,855473,572,2015-02-12 09:12:54,a2q
2756,65863,685,2015-02-12 05:31:23,a2q
2757,523949,29,2015-02-12 04:28:06,a2q
2758,84507,9382,2015-02-12 01:10:02,a2q
2759,834,312873,2015-02-11 23:12:53,a2q
2760,13,3470313,2015-02-11 22:44:21,a2q
2761,476,889158,2015-02-11 17:41:36,a2q
2762,108,502360,2015-02-11 14:42:08,a2q
2763,64,2180161,2015-02-11 11:25:19,a2q
2764,501800,305,2015-02-11 08:13:15,a2q
2765,65580,699,2015-02-11 07:24:53,a2q
2766,33,4509768,2015-02-11 05:04:38,a2q
2767,13,2175783,2015-02-11 04:18:08,a2q
2768,366,366,2015-02-11 03:31:58,a2q
2769,3347,13198,2015-02-11 02:07:31,a2q
2770,3497,3497,2015-02-11 01:01:06,a2q
2771,598807,67,2015-02-10 23:50:21,a2q
2772,34441,3207,2015-02-10 14:37:22,a2q
2773,6309,15441,2015-02-10 14:17:55,a2q
2774,536,536,2015-02-10 04:12:20,a2q
2775,50543,9789,2015-02-10 03:01:28,a2q
2776,4376,4376,2015-02-10 02:35:11,a2q
2777,1727,7028,2015-02-10 01:59:44,a2q
2778,804385,91,2015-02-09 23:40:00,a2q
2779,1406,40013,2015-02-09 17:38:53,a2q
2780,517528,361,2015-02-09 15:12:10,a2q
2781,476,435056,2015-02-09 11:34:40,a2q
2782,533,210085,2015-02-08 17:00:16,a2q
2783,13,2175783,2015-02-08 15:02:37,a2q
2784,46157,5441,2015-02-08 04:30:53,a2q
2785,895245,658,2015-02-07 18:51:05,a2q
2786,90801,6678,2015-02-07 17:00:08,a2q
2787,476,870929,2015-02-07 10:02:25,a2q
2788,8047,8047,2015-02-07 08:44:28,a2q
2789,476,971801,2015-02-07 08:33:58,a2q
2790,1394827,5,2015-02-07 05:35:42,a2q
2791,4794,4794,2015-02-07 05:32:55,a2q
2792,27358,4234,2015-02-07 03:34:55,a2q
2793,58089,5475,2015-02-07 02:49:29,a2q
2794,88204,5170,2015-02-07 01:38:52,a2q
2795,13,2613769,2015-02-07 01:13:08,a2q
2796,589577,357,2015-02-06 22:39:00,a2q
2797,28785,3279,2015-02-06 21:55:15,a2q
2798,4,4328862,2015-02-06 11:41:17,a2q
2799,945,945,2015-02-06 04:27:28,a2q
2800,3458,3458,2015-02-06 03:47:57,a2q
2801,607314,578,2015-02-06 02:11:47,a2q
2802,476,974925,2015-02-05 19:57:33,a2q
2803,6330,77413,2015-02-05 17:08:16,a2q
2804,6482,6482,2015-02-05 16:03:51,a2q
2805,242,614500,2015-02-05 12:21:43,a2q
2806,691,886079,2015-02-05 11:31:57,a2q
2807,3820,54155,2015-02-05 10:34:18,a2q
2808,492,127905,2015-02-05 09:30:21,a2q
2809,6932,34155,2015-02-05 08:02:08,a2q
2810,91,3716418,2015-02-05 07:07:46,a2q
2811,5056,5056,2015-02-05 06:05:44,a2q
2812,9642,9642,2015-02-05 04:51:43,a2q
2813,6309,27385,2015-02-05 03:58:07,a2q
2814,7693,73588,2015-02-05 03:19:36,a2q
2815,549,14731,2015-02-05 02:29:33,a2q
2816,7552,61903,2015-02-05 02:01:47,a2q
2817,304,331465,2015-02-05 01:57:43,a2q
2818,3205,79227,2015-02-05 01:12:25,a2q
2819,7345,7345,2015-02-05 00:40:45,a2q
2820,8995,8995,2015-02-04 23:55:01,a2q
2821,6309,15369,2015-02-04 22:35:27,a2q
2822,284795,29,2015-02-04 22:33:04,a2q
2823,4936,4936,2015-02-04 21:25:30,a2q
2824,476,786471,2015-02-04 09:47:31,a2q
2825,132047,64,2015-02-04 08:25:55,a2q
2826,4323,86803,2015-02-04 08:24:18,a2q
2827,7552,71978,2015-02-04 08:12:25,a2q
2828,55075,7412,2015-02-04 07:40:11,a2q
2829,1916,58129,2015-02-04 05:11:03,a2q
2830,8715,8715,2015-02-04 05:04:57,a2q
2831,30038,1944,2015-02-04 04:35:33,a2q
2832,1659,71406,2015-02-04 03:09:45,a2q
2833,11799,1478,2015-02-04 02:40:18,a2q
2834,544463,912,2015-02-04 02:33:46,a2q
2835,574,884995,2015-02-04 00:45:03,a2q
2836,139,294076,2015-02-04 00:05:39,a2q
2837,1904,46064,2015-02-03 23:03:56,a2q
2838,7512,82005,2015-02-03 20:05:25,a2q
2839,419,902771,2015-02-03 19:55:44,a2q
2840,3108345,85,2015-02-03 18:12:52,a2q
